"JWTR","transport_type","avg_time","med_time","min_time","max_time","q25_time","q75_time","n","n_missing","state","state_n","prop","state_name"
12,"Other method",38.7155172413793,20,1,185,10,45,1856,0,"il",288901,0.00642434605626149,"Illinois"
1,"Car, truck, or van",23.635956038744,20,1,181,10,30,134937,0,"in",146412,0.921625276616671,"Indiana"
2,"Bus or trolley bus",35.217017208413,30,1,181,15,45,1046,0,"in",146412,0.00714422315110783,"Indiana"
3,"Streetcar or trolley car",19,15,2,45,10,26.25,8,0,"in",146412,5.46403300275934e-05,"Indiana"
4,"Subway or elevated",65.1764705882353,60,20,123,45,87.5,34,0,"in",146412,0.000232221402617272,"Indiana"
5,"Railroad",85.7623762376238,80,1,181,60,105,202,0,"in",146412,0.00137966833319673,"Indiana"
6,"Ferryboat",18.6666666666667,10,1,45,5.5,27.5,3,0,"in",146412,2.04901237603475e-05,"Indiana"
7,"Taxicab",14.7115384615385,15,1,35,10,20,52,0,"in",146412,0.000355162145179357,"Indiana"
8,"Motorcycle",22.0852459016393,18,2,181,10,30,305,0,"in",146412,0.002083162582302,"Indiana"
9,"Bicycle",16.2705696202532,11,1,148,8,20,632,0,"in",146412,0.00431658607217988,"Indiana"
10,"Walked",9.52997952617724,5,1,181,3,10,3419,0,"in",146412,0.0233519110455427,"Indiana"
11,"Worked at home",NA,NA,NA,NA,NA,NA,4851,4851,"in",146412,0.0331325301204819,"Indiana"
12,"Other method",31.8494041170098,15,1,181,7,30,923,0,"in",146412,0.00630412807693358,"Indiana"
1,"Car, truck, or van",20.4079558695556,15,1,187,10,25,67799,0,"ia",76116,0.890732566083346,"Iowa"
2,"Bus or trolley bus",28.334991708126,20,2,176,15,35,603,0,"ia",76116,0.0079221188711966,"Iowa"
3,"Streetcar or trolley car",15,15,15,15,15,15,2,0,"ia",76116,2.62756844815807e-05,"Iowa"
4,"Subway or elevated",21,21,2,40,11.5,30.5,2,0,"ia",76116,2.62756844815807e-05,"Iowa"
5,"Railroad",73.5,73,12,135,42.75,104.25,2,0,"ia",76116,2.62756844815807e-05,"Iowa"
6,"Ferryboat",35,35,10,60,22.5,47.5,2,0,"ia",76116,2.62756844815807e-05,"Iowa"
7,"Taxicab",16.4166666666667,15,2,50,10,20,36,0,"ia",76116,0.000472962320668453,"Iowa"
8,"Motorcycle",14.4382716049383,12,1,45,5,20,162,0,"ia",76116,0.00212833044300804,"Iowa"
9,"Bicycle",15.0243161094225,10,1,176,5,20,329,0,"ia",76116,0.00432235009722003,"Iowa"
10,"Walked",7.44882154882155,5,1,135,2,10,2970,0,"ia",76116,0.0390193914551474,"Iowa"
11,"Worked at home",NA,NA,NA,NA,NA,NA,3739,3739,"ia",76116,0.0491223921383152,"Iowa"
12,"Other method",26.063829787234,15,1,187,5,30,470,0,"ia",76116,0.00617478585317147,"Iowa"
1,"Car, truck, or van",19.850952668615,15,1,182,10,25,61249,0,"ks",67592,0.90615753343591,"Kansas"
2,"Bus or trolley bus",38.8188976377953,30,1,182,15,60,254,0,"ks",67592,0.00375784116463487,"Kansas"
3,"Streetcar or trolley car",10,10,10,10,10,10,2,0,"ks",67592,2.9589300508936e-05,"Kansas"
4,"Subway or elevated",30,30,15,45,22.5,37.5,2,0,"ks",67592,2.9589300508936e-05,"Kansas"
5,"Railroad",12.5,12,10,15,11.25,13.75,2,0,"ks",67592,2.9589300508936e-05,"Kansas"
6,"Ferryboat",23.3333333333333,30,5,35,17.5,32.5,3,0,"ks",67592,4.4383950763404e-05,"Kansas"
7,"Taxicab",13.4,15,3,30,10,15,25,0,"ks",67592,0.0003698662563617,"Kansas"
8,"Motorcycle",20.363184079602,15,1,182,10,20,201,0,"ks",67592,0.00297372470114807,"Kansas"
9,"Bicycle",15.0412844036697,10,1,182,5,15,218,0,"ks",67592,0.00322523375547402,"Kansas"
10,"Walked",8.46537678207739,5,1,182,2,10,1964,0,"ks",67592,0.0290566930997751,"Kansas"
11,"Worked at home",NA,NA,NA,NA,NA,NA,3262,3262,"ks",67592,0.0482601491300746,"Kansas"
12,"Other method",28.8292682926829,15,1,182,5,30,410,0,"ks",67592,0.00606580660433187,"Kansas"
1,"Car, truck, or van",23.0953322831661,20,1,182,10,30,84431,0,"ky",91279,0.924977267498548,"Kentucky"
2,"Bus or trolley bus",39.1489361702128,30,1,182,20,50,940,0,"ky",91279,0.0102980970431315,"Kentucky"
3,"Streetcar or trolley car",22.5833333333333,15,3,60,5,35,12,0,"ky",91279,0.000131465068635721,"Kentucky"
4,"Subway or elevated",34.75,32,30,44,30,37.25,4,0,"ky",91279,4.38216895452404e-05,"Kentucky"
6,"Ferryboat",26,20,10,44,15,41,5,0,"ky",91279,5.47771119315505e-05,"Kentucky"
7,"Taxicab",19.3513513513514,15,8,50,15,25,37,0,"ky",91279,0.000405350628293474,"Kentucky"
8,"Motorcycle",21.5081967213115,15,3,129,12,30,122,0,"ky",91279,0.00133656153112983,"Kentucky"
9,"Bicycle",17.3015075376884,15,1,129,8,20,199,0,"ky",91279,0.00218012905487571,"Kentucky"
10,"Walked",9.37896825396825,5,1,182,3,10,2016,0,"ky",91279,0.0220861315308012,"Kentucky"
11,"Worked at home",NA,NA,NA,NA,NA,NA,2924,2924,"ky",91279,0.0320336550575707,"Kentucky"
12,"Other method",28.8455008488964,15,1,182,10,30,589,0,"ky",91279,0.00645274378553665,"Kentucky"
1,"Car, truck, or van",25.0439228717181,20,1,200,10,30,85468,0,"la",92495,0.924028325855452,"Louisiana"
2,"Bus or trolley bus",41.1947674418605,30,1,200,20,60,1032,0,"la",92495,0.0111573598572896,"Louisiana"
3,"Streetcar or trolley car",30.5645161290323,30,5,120,20,40,62,0,"la",92495,0.000670306503054219,"Louisiana"
4,"Subway or elevated",46.2857142857143,44,30,60,35,60,7,0,"la",92495,7.56797664738635e-05,"Louisiana"
5,"Railroad",52.5,52.5,15,90,33.75,71.25,2,0,"la",92495,2.16227904211038e-05,"Louisiana"
6,"Ferryboat",46.64,44,5,163,30,60,25,0,"la",92495,0.000270284880263798,"Louisiana"
7,"Taxicab",19.4554455445545,15,3,184,10,20,101,0,"la",92495,0.00109195091626574,"Louisiana"
8,"Motorcycle",22.1893203883495,15,2,165,10,25,206,0,"la",92495,0.0022271474133737,"Louisiana"
9,"Bicycle",16.7811704834606,15,1,60,10,20,393,0,"la",92495,0.00424887831774691,"Louisiana"
10,"Walked",10.8968386023295,5,1,184,2,15,1803,0,"la",92495,0.0194929455646251,"Louisiana"
11,"Worked at home",NA,NA,NA,NA,NA,NA,2333,2333,"la",92495,0.0252229850262176,"Louisiana"
12,"Other method",40.9548447789276,20,1,200,10,45,1063,0,"la",92495,0.0114925131088167,"Louisiana"
1,"Car, truck, or van",24.7197501054003,20,1,194,10,30,26091,0,"me",29654,0.879847575369259,"Maine"
2,"Bus or trolley bus",40.0703125,30,1,158,15,60,128,0,"me",29654,0.00431644972010521,"Maine"
3,"Streetcar or trolley car",36,36,12,60,24,48,2,0,"me",29654,6.7444526876644e-05,"Maine"
4,"Subway or elevated",30,20,10,60,15,40,3,0,"me",29654,0.000101166790314966,"Maine"
5,"Railroad",77.5,77,45,110,61.25,93.75,2,0,"me",29654,6.7444526876644e-05,"Maine"
6,"Ferryboat",50.2083333333333,44,15,156,30,60,24,0,"me",29654,0.000809334322519727,"Maine"
7,"Taxicab",10.4137931034483,10,3,20,7,15,29,0,"me",29654,0.000977945639711337,"Maine"
8,"Motorcycle",28.1698113207547,23,1,100,15,35,53,0,"me",29654,0.00178727996223106,"Maine"
9,"Bicycle",17.2,10,2,90,7,20,125,0,"me",29654,0.00421528292979025,"Maine"
10,"Walked",8.06610878661088,5,1,158,2,10,1195,0,"me",29654,0.0402981048087948,"Maine"
11,"Worked at home",NA,NA,NA,NA,NA,NA,1786,1786,"me",29654,0.0602279625008431,"Maine"
12,"Other method",37.2453703703704,15,1,194,10,45,216,0,"me",29654,0.00728400890267755,"Maine"
1,"Car, truck, or van",30.1203512874652,25,1,182,15,40,118877,0,"md",141315,0.841219969571525,"Maryland"
2,"Bus or trolley bus",51.9306428716285,45,1,182,30,60,4931,0,"md",141315,0.0348936772458692,"Maryland"
3,"Streetcar or trolley car",44.3875,45,7,120,30,60,80,0,"md",141315,0.000566111170081025,"Maryland"
4,"Subway or elevated",52.8873131467995,50,1,182,40,60,5218,0,"md",141315,0.0369246010685348,"Maryland"
5,"Railroad",76.8622754491018,74,1,182,60,90,1002,0,"md",141315,0.00709054240526483,"Maryland"
6,"Ferryboat",70.1428571428571,60,15,146,30,105,7,0,"md",141315,4.95347273820897e-05,"Maryland"
7,"Taxicab",24.394495412844,15,1,182,10,30,218,0,"md",141315,0.00154265293847079,"Maryland"
8,"Motorcycle",25.814606741573,20,2,143,15,30,178,0,"md",141315,0.00125959735343028,"Maryland"
9,"Bicycle",22.8357588357588,15,1,144,10,30,481,0,"md",141315,0.00340374341011216,"Maryland"
10,"Walked",12.0456456456456,10,1,182,5,15,3330,0,"md",141315,0.0235643774546227,"Maryland"
11,"Worked at home",NA,NA,NA,NA,NA,NA,6197,6197,"md",141315,0.0438523865124014,"Maryland"
12,"Other method",38.3429648241206,25,1,182,10,45,796,0,"md",141315,0.0056328061423062,"Maryland"
1,"Car, truck, or van",26.9884198901807,20,1,185,14,35,130396,0,"ma",161050,0.809661595777709,"Massachusetts"
2,"Bus or trolley bus",40.448,30,1,185,20,50,4375,0,"ma",161050,0.0271654765600745,"Massachusetts"
3,"Streetcar or trolley car",40.7106017191977,35,2,152,30,45,349,0,"ma",161050,0.0021670288730208,"Massachusetts"
4,"Subway or elevated",42.080222935315,40,1,185,30,50,5921,0,"ma",161050,0.0367649798199317,"Massachusetts"
5,"Railroad",65.9690074539035,60,1,185,45,80,2549,0,"ma",161050,0.0158273828003726,"Massachusetts"
6,"Ferryboat",60.9918032786885,60,6,152,45,73.75,122,0,"ma",161050,0.000757528717789506,"Massachusetts"
7,"Taxicab",19.6318181818182,15,2,185,10,20,220,0,"ma",161050,0.00136603539273518,"Massachusetts"
8,"Motorcycle",26.109756097561,22.5,2,152,15,30,164,0,"ma",161050,0.00101831729276622,"Massachusetts"
9,"Bicycle",20.2905405405405,15,1,152,10,25,1184,0,"ma",161050,0.00735175411362931,"Massachusetts"
10,"Walked",12.8329086764114,10,1,152,5,15,7457,0,"ma",161050,0.0463023905619373,"Massachusetts"
11,"Worked at home",NA,NA,NA,NA,NA,NA,7440,7440,"ma",161050,0.0461968332815896,"Massachusetts"
12,"Other method",38.6643757159221,20,1,185,10,45,873,0,"ma",161050,0.00542067680844458,"Massachusetts"
1,"Car, truck, or van",24.7451334484132,20,1,194,10,30,188275,0,"mi",205686,0.915351555283296,"Michigan"
2,"Bus or trolley bus",42.2596789423985,30,1,194,20,60,2118,0,"mi",205686,0.010297249205099,"Michigan"
3,"Streetcar or trolley car",33.3333333333333,32,5,70,9.5,56.25,12,0,"mi",205686,5.83413552696829e-05,"Michigan"
4,"Subway or elevated",31.8965517241379,30,5,90,20,45,29,0,"mi",205686,0.0001409916085684,"Michigan"
5,"Railroad",65.5,60,30,150,43.75,75,16,0,"mi",205686,7.77884736929105e-05,"Michigan"
6,"Ferryboat",29.2727272727273,20,5,130,11,30,11,0,"mi",205686,5.3479575663876e-05,"Michigan"
7,"Taxicab",21.75,15,1,194,10,20,92,0,"mi",205686,0.000447283723734236,"Michigan"
8,"Motorcycle",24.4239766081871,20,2,194,12,30,342,0,"mi",205686,0.00166272862518596,"Michigan"
9,"Bicycle",16.9392201834862,15,1,151,9,20,872,0,"mi",205686,0.00423947181626363,"Michigan"
10,"Walked",9.22542622605767,5,1,151,2,10,4751,0,"mi",205686,0.0230983149071886,"Michigan"
11,"Worked at home",NA,NA,NA,NA,NA,NA,8120,8120,"mi",205686,0.0394776503991521,"Michigan"
12,"Other method",36.2013358778626,20,1,194,10,40,1048,0,"mi",205686,0.00509514502688564,"Michigan"
1,"Car, truck, or van",23.4371526126983,20,1,184,10,30,115685,0,"mn",133374,0.867372951249869,"Minnesota"
2,"Bus or trolley bus",36.813529617946,30,1,184,20,45,2853,0,"mn",133374,0.0213909757523955,"Minnesota"
3,"Streetcar or trolley car",35.6666666666667,35,10,90,18.75,41.25,12,0,"mn",133374,8.99725583696972e-05,"Minnesota"
4,"Subway or elevated",45.3787878787879,32,10,183,26.25,50,66,0,"mn",133374,0.000494849071033335,"Minnesota"
5,"Railroad",46.9733333333333,45,5,183,30,60,75,0,"mn",133374,0.000562328489810608,"Minnesota"
6,"Ferryboat",75,44,9,151,20,151,5,0,"mn",133374,3.74885659873738e-05,"Minnesota"
7,"Taxicab",19.7435897435897,15,5,60,10,21,39,0,"mn",133374,0.000292410814701516,"Minnesota"
8,"Motorcycle",21.1850649350649,15,1,151,10,25,308,0,"mn",133374,0.00230929566482223,"Minnesota"
9,"Bicycle",18.5773195876289,15,1,153,10,25,679,0,"mn",133374,0.00509094726108537,"Minnesota"
10,"Walked",7.61387856257745,5,1,184,2,10,4035,0,"mn",133374,0.0302532727518107,"Minnesota"
11,"Worked at home",NA,NA,NA,NA,NA,NA,8830,8830,"mn",133374,0.0662048075337022,"Minnesota"
12,"Other method",31.8576874205845,15,1,184,5,30,787,0,"mn",133374,0.00590070028641264,"Minnesota"
1,"Car, truck, or van",24.1211962616822,20,1,200,10,30,53500,0,"ms",56992,0.938728242560359,"Mississippi"
2,"Bus or trolley bus",38.1803278688525,30,1,193,15,50,244,0,"ms",56992,0.00428130263896687,"Mississippi"
3,"Streetcar or trolley car",34.25,30,2,75,23,41.25,4,0,"ms",56992,7.01852891633914e-05,"Mississippi"
4,"Subway or elevated",55.75,25,10,163,17.5,63.25,4,0,"ms",56992,7.01852891633914e-05,"Mississippi"
5,"Railroad",76.8333333333333,45,15,164,30,136.5,6,0,"ms",56992,0.000105277933745087,"Mississippi"
6,"Ferryboat",135.666666666667,163,44,200,103.5,181.5,3,0,"ms",56992,5.26389668725435e-05,"Mississippi"
7,"Taxicab",18.0384615384615,15,1,50,10,27.5,26,0,"ms",56992,0.000456204379562044,"Mississippi"
8,"Motorcycle",22.8275862068966,20,3,75,15,30,87,0,"ms",56992,0.00152653003930376,"Mississippi"
9,"Bicycle",13.6875,11,1,45,5,15.5,80,0,"ms",56992,0.00140370578326783,"Mississippi"
10,"Walked",9.21150278293135,5,1,200,2,10,1078,0,"ms",56992,0.018914935429534,"Mississippi"
11,"Worked at home",NA,NA,NA,NA,NA,NA,1460,1460,"ms",56992,0.0256176305446378,"Mississippi"
12,"Other method",34.682,20,1,200,10,36,500,0,"ms",56992,0.00877316114542392,"Mississippi"
1,"Car, truck, or van",23.850607333409,20,1,195,10,30,123326,0,"mo",135588,0.909564268224327,"Missouri"
2,"Bus or trolley bus",44.8368080517613,35,1,195,20,60,1391,0,"mo",135588,0.0102590199722689,"Missouri"
3,"Streetcar or trolley car",38.0952380952381,41,5,90,30,45,21,0,"mo",135588,0.000154880962917072,"Missouri"
4,"Subway or elevated",33.9014084507042,30,5,152,20,40,142,0,"mo",135588,0.00104729032067735,"Missouri"
5,"Railroad",40.4583333333333,30,5,90,20,56.25,24,0,"mo",135588,0.000177006814762368,"Missouri"
6,"Ferryboat",24.6,20,5,68,10,20,5,0,"mo",135588,3.68764197421601e-05,"Missouri"
7,"Taxicab",19.4383561643836,15,5,120,10,20,73,0,"mo",135588,0.000538395728235537,"Missouri"
8,"Motorcycle",21.1760299625468,20,1,90,10,30,267,0,"mo",135588,0.00196920081423135,"Missouri"
9,"Bicycle",18.2446043165468,15,1,151,7,25,278,0,"mo",135588,0.0020503289376641,"Missouri"
10,"Walked",9.82350948509485,5,1,195,2,10,2952,0,"mo",135588,0.0217718382157713,"Missouri"
11,"Worked at home",NA,NA,NA,NA,NA,NA,6093,6093,"mo",135588,0.0449376050977963,"Missouri"
12,"Other method",31.3385826771654,15,1,195,7.75,30,1016,0,"mo",135588,0.00749328849160693,"Missouri"
1,"Car, truck, or van",19.6440297690708,15,1,180,8,25,18274,0,"mt",22000,0.830636363636364,"Montana"
2,"Bus or trolley bus",39.9683544303797,30,5,180,15,50,158,0,"mt",22000,0.00718181818181818,"Montana"
3,"Streetcar or trolley car",9,9,9,9,9,9,1,0,"mt",22000,4.54545454545455e-05,"Montana"
4,"Subway or elevated",14.3333333333333,10,3,30,6.5,20,3,0,"mt",22000,0.000136363636363636,"Montana"
5,"Railroad",167,167,167,167,167,167,1,0,"mt",22000,4.54545454545455e-05,"Montana"
7,"Taxicab",16,14.5,5,30,8,22.5,4,0,"mt",22000,0.000181818181818182,"Montana"
8,"Motorcycle",12.5901639344262,10,2,45,5,15,61,0,"mt",22000,0.00277272727272727,"Montana"
9,"Bicycle",16.2649572649573,10,1,180,5,15,234,0,"mt",22000,0.0106363636363636,"Montana"
10,"Walked",7.63369656328583,5,1,162,2,10,1193,0,"mt",22000,0.0542272727272727,"Montana"
11,"Worked at home",NA,NA,NA,NA,NA,NA,1898,1898,"mt",22000,0.0862727272727273,"Montana"
12,"Other method",36.728323699422,15,1,180,5,35,173,0,"mt",22000,0.00786363636363636,"Montana"
1,"Car, truck, or van",19.3687720674774,15,1,159,10,25,40784,0,"ne",45802,0.89044146543819,"Nebraska"
2,"Bus or trolley bus",34.2990654205607,30,1,159,15,45,214,0,"ne",45802,0.00467228505305445,"Nebraska"
3,"Streetcar or trolley car",29.5,29.5,15,44,22.25,36.75,2,0,"ne",45802,4.3666215449107e-05,"Nebraska"
4,"Subway or elevated",13.5,13.5,2,25,7.75,19.25,2,0,"ne",45802,4.3666215449107e-05,"Nebraska"
6,"Ferryboat",73,73,73,73,73,73,1,0,"ne",45802,2.18331077245535e-05,"Nebraska"
7,"Taxicab",18.0625,11,5,45,10,30,16,0,"ne",45802,0.000349329723592856,"Nebraska"
8,"Motorcycle",21.7317073170732,16.5,2,134,7,25,82,0,"ne",45802,0.00179031483341339,"Nebraska"
9,"Bicycle",14.8076923076923,10,1,132,5,15,156,0,"ne",45802,0.00340596480503035,"Nebraska"
10,"Walked",7.55040556199305,5,1,159,2,10,1726,0,"ne",45802,0.0376839439325794,"Nebraska"
11,"Worked at home",NA,NA,NA,NA,NA,NA,2569,2569,"ne",45802,0.056089253744378,"Nebraska"
12,"Other method",26.18,10,1,159,5,30,250,0,"ne",45802,0.00545827693113838,"Nebraska"
1,"Car, truck, or van",22.6893765318627,20,1,155,14,30,52224,0,"nv",58313,0.895580745288358,"Nevada"
2,"Bus or trolley bus",59.0353418308227,60,1,155,30,75,1726,0,"nv",58313,0.0295988887555091,"Nevada"
3,"Streetcar or trolley car",32,32,20,44,26,38,2,0,"nv",58313,3.42976694733593e-05,"Nevada"
4,"Subway or elevated",39,45,15,50,40,45,5,0,"nv",58313,8.57441736833982e-05,"Nevada"
5,"Railroad",32.1,32.5,1,60,22.5,38.75,10,0,"nv",58313,0.000171488347366796,"Nevada"
6,"Ferryboat",44.5,44.5,44,45,44.25,44.75,2,0,"nv",58313,3.42976694733593e-05,"Nevada"
7,"Taxicab",22.88,15,7,144,10,20,25,0,"nv",58313,0.000428720868416991,"Nevada"
8,"Motorcycle",21.4626334519573,20,1,100,12,30,281,0,"nv",58313,0.00481882256100698,"Nevada"
9,"Bicycle",22.6850393700787,16.5,1,155,10,30,254,0,"nv",58313,0.00435580402311663,"Nevada"
10,"Walked",12.7409493161706,10,1,154,5,15,1243,0,"nv",58313,0.0213160015776928,"Nevada"
11,"Worked at home",NA,NA,NA,NA,NA,NA,1992,1992,"nv",58313,0.0341604787954658,"Nevada"
12,"Other method",40.4535519125683,20,1,155,10,45,549,0,"nv",58313,0.00941471027043712,"Nevada"
1,"Car, truck, or van",27.2854856456937,20,1,194,12,35,29991,0,"nh",33616,0.892164445502142,"New Hampshire"
2,"Bus or trolley bus",51.6516853932584,30,1,194,20,90,178,0,"nh",33616,0.00529509757258448,"New Hampshire"
3,"Streetcar or trolley car",43.75,37,10,90,25,56.25,4,0,"nh",33616,0.000118990956687292,"New Hampshire"
4,"Subway or elevated",39.8181818181818,40,15,90,30,45,11,0,"nh",33616,0.000327225130890052,"New Hampshire"
5,"Railroad",110.96875,107,41,158,90,150.5,32,0,"nh",33616,0.000951927653498334,"New Hampshire"
6,"Ferryboat",37,37,37,37,37,37,1,0,"nh",33616,2.97477391718229e-05,"New Hampshire"
7,"Taxicab",12.5,10,5,20,10,17.5,6,0,"nh",33616,0.000178486435030938,"New Hampshire"
8,"Motorcycle",21.1388888888889,20,3,60,14,30,72,0,"nh",33616,0.00214183722037125,"New Hampshire"
9,"Bicycle",16.328125,15,1,50,10,20,64,0,"nh",33616,0.00190385530699667,"New Hampshire"
10,"Walked",9.62003968253968,5,1,158,3,10,1008,0,"nh",33616,0.0299857210851975,"New Hampshire"
11,"Worked at home",NA,NA,NA,NA,NA,NA,2019,2019,"nh",33616,0.0600606853879105,"New Hampshire"
12,"Other method",39.3304347826087,15,1,194,5,44.5,230,0,"nh",33616,0.00684198000951928,"New Hampshire"
1,"Car, truck, or van",27.9510360770916,20,1,182,15,35,165673,0,"nj",202162,0.819506138641288,"New Jersey"
2,"Bus or trolley bus",53.8043081065487,45,1,182,30,70,10399,0,"nj",202162,0.0514389450045013,"New Jersey"
3,"Streetcar or trolley car",39.6352941176471,32,10,145,20,50,170,0,"nj",202162,0.000840909765435641,"New Jersey"
